Distance,RSSI
81.237639898168,-119.8101039760335
50.64823670989764,-115.54209024935807
52.59908795077731,-115.88349902553134
46.81509993002622,-114.83118003924531
52.65613997488377,-115.89329178450487
73.45069688302667,-118.89986732948768
95.5555097501696,-121.27647143970265
90.90658536723534,-120.82593535853749
44.10278998250243,-114.2920463157339
94.77113477904402,-121.20201466205515
74.66308560833757,-119.04775560944893
87.48358547302189,-120.47922492129533
83.66294087528009,-120.0758412136997
98.55284976442886,-121.55547126792601
76.80877613037896,-119.30369775899521
56.007189440688975,-116.45062279188221
91.7202891136184,-120.90643281257837
90.92365796393815,-120.82763169151329
52.51352413648317,-115.86879239961343
51.86922176344235,-115.75727460526025
45.94332892884054,-114.66137934417247
68.59215682454504,-118.28166092986032
55.58757881436704,-116.38268955131477
54.55968499269711,-116.21408674776035
86.36502856394493,-120.36298093705827
84.11640749609224,-120.12467107837628
33.465764008386856,-111.79884765975892
91.05520228978989,-120.84069126208149
38.805426734687074,-113.13611542406454
87.97868844063626,-120.53020383426369
92.31692111537129,-120.96500346560524
90.56179813729737,-120.79160895006189
82.27634575436193,-119.92487206741623
83.30938588905163,-120.03758598889556
48.29477310537194,-115.11227488522567
37.19232020499484,-112.7525802426121
9.098220659824198,-100.0334466648194
79.76837847786496,-119.64523206854676
95.99543827096973,-121.3179645717577
67.80891631347245,-118.17791769870897
74.86307351712361,-119.0719193665953
11.782357371801325,-102.3687817578991
92.76764095190029,-121.00899964628044
84.70744716363147,-120.18792132651811
21.207220807375425,-107.6780143516339
41.16134061714155,-113.66853401355772
97.75243108108029,-121.48180557416072
13.848070752166343,-103.82804907454333
80.50024398233039,-119.72773387051947
42.54421386472935,-113.96703464568944
81.77312694212112,-119.86945276770635
73.70128549457543,-118.93063348808141
30.85972909842542,-111.06650805376839
91.43645014276841,-120.87843480608632
79.9177721071644,-119.66213424357659
69.12764610904223,-118.35190897168309
98.70019386258923,-121.5689666987852
51.676824217483805,-115.72370516108626
85.09726995313454,-120.22939723229064
62.597818396329785,-117.455583495199
49.95681282143269,-115.4179224223667
98.53869406111339,-121.55417366713041
43.00267330042714,-114.06385763879535
79.31632260414557,-119.59389364706388
83.3858852555188,-120.04587709038228
9.892634531010712,-100.78964105229561
56.48662025725148,-116.52762046350514
54.85454167773038,-116.26277406858028
69.767454397923,-118.43513202581255
73.9724976451954,-118.96381406033441
17.53607771694031,-105.96094738017062
51.58649861883871,-115.70790205318187
52.35704124053925,-115.84183417859083
46.11467382972857,-114.69500631751814
78.33178411300445,-119.4810629610854
98.87289601719074,-121.5847590835439
32.02495559605291,-111.40131373436978
48.015745297897226,-115.05993260682627
92.45941680487611,-120.97893609546381
74.3269017501027,-119.00698960450868
98.51241853748533,-121.55176459317363
50.21229225009043,-115.46400117627951
72.77818159228642,-118.81677714600539
50.79970754117321,-115.56906539030709
61.21643929763675,-117.2540079306242
96.52746063668836,-121.3678905111301
82.47762075671095,-119.9469435658892
98.0341273869623,-121.5077997600859
67.3284510618244,-118.11368354572812
34.661414096362826,-112.11595473854422
87.06793061405686,-120.43620320824422
76.28118386635003,-119.2414346115653
66.93051222451045,-118.06013447346902
29.25237250666641,-110.58330296046789
56.70596265813768,-116.5626297136086
93.06198258479247,-121.03761603014573
81.08972083499904,-119.79364093039314
87.96739457361619,-120.52904414747536
48.56826776208039,-115.16328655539832
95.92126501042735,-121.31098205061934
70.46267321038566,-118.52470178083044
68.94294836347783,-118.32774110588491
78.49613086413024,-119.49999579196603
39.45772319196041,-113.2866982333063
46.95525940507421,-114.85818445883265
82.41553185451335,-119.94014074522681
9.24350619798264,-100.17655630502165
98.52730133522145,-121.55312920283234
59.533847938788305,-117.0022424205248
93.61217409944953,-121.0908646786657
56.932296939034515,-116.59861326139179
80.451213127501,-119.72223020277619
47.85465128790281,-115.0295746234386
64.55462478828944,-117.73364129360039
73.24705800328705,-118.87478804437035
90.83459922966425,-120.81877931157192
92.45812808141282,-120.97881018574361
80.68626168172604,-119.74858374396328
44.93879574733939,-114.46167792815612
40.356406365960375,-113.49013189919648
47.95661960285566,-115.04880228404002
37.44622189859473,-112.81403871582299
73.06495352577369,-118.85230171802857
33.59645986586757,-111.83405733854686
70.82618474952396,-118.57118421756968
54.313603084063956,-116.1732513557721
80.14900408620512,-119.6882332901302
51.933279854297645,-115.76842380941883
25.96399749399462,-109.50608059804466
8.9710462103047,-99.9062885304598
80.37604458365361,-119.71378608749046
41.09476518285336,-113.6539114472376
78.43286326046923,-119.49271202806838
11.180659825795598,-101.89527481096403
85.80416525407892,-120.30412628955995
79.85456342664276,-119.65498676593614
46.19894986222442,-114.71149993982738
86.68161403734969,-120.39603356021178
60.7709990829029,-117.18803680663129
74.42472991350417,-119.01887133963393
74.33611806704113,-119.0081096407958
93.94526824335895,-121.12295032515203
90.83541575007601,-120.8188605125828
84.65634506789806,-120.18247008031852
44.66041737490691,-114.40554595160793
96.13414020723697,-121.33100722689733
62.59605526953683,-117.4553290594624
97.56488903589717,-121.46445812328577
59.13384283955158,-116.94134311736474
97.08760733408053,-121.42015918485393
80.77440297253673,-119.75844631979643
92.33017584332131,-120.96630036407265
96.62906261785471,-121.37739372446632
24.200319495085957,-108.87063105243942
45.462858551877595,-114.5664123562812
61.77724875480638,-117.33638629334808
76.41866868769323,-119.25770110323924
79.06857299581158,-119.56563331828772
83.05425091872519,-120.00987898496206
75.16256212116227,-119.10798495689514
87.2689568505326,-120.45703570334956
86.27582386210305,-120.35364577514727
55.67618629391215,-116.39707735040474
81.74953516670367,-119.86684625214846
94.67269995247798,-121.1926272477539
73.43765382528171,-118.89826308814025
85.86044864843974,-120.31004977271243
21.772448242667764,-107.915623330284
55.017816877810276,-116.28962193256282
82.20755490040646,-119.91731618881724
68.95398641838443,-118.32918726333833
70.94604272716244,-118.58645824365894
39.006638556182324,-113.18283352277855
81.16022199550643,-119.80149128695385
87.56936780615838,-120.48807823980462
78.74879564193719,-119.52902572794542
74.5753948230332,-119.03713985576877
67.1539157045952,-118.09023607721628
52.1974046911708,-115.81424950773851
92.83627690790364,-121.01568065763001
33.65145305780048,-111.84883167062509
72.47224288312208,-118.77872358498803
84.26538823326662,-120.1406560819367
79.31726321357405,-119.5940007723089
67.76324028940671,-118.17183080880093
92.55789337680389,-120.98855217932382
80.67345346532721,-119.74714967122213
65.30394826264836,-117.83789252030837
78.02658950900087,-119.44579877213567
92.03559378863744,-120.93743320749721
43.30534476849115,-114.12721539109808
91.84098500737332,-120.91831206569191
48.75435943852337,-115.19783204048795
86.14767720451351,-120.34021847967657
95.89545005526338,-121.3085506161434
97.67128285964078,-121.47430353356464
90.6147509084005,-120.79688932016501
61.726739352446955,-117.32899757836338
58.28361071948445,-116.81051831636717
47.26402155597644,-114.91739015180295
74.8817891242808,-119.07417739620789
34.08186256406792,-111.96363725328416
58.409651042772026,-116.83003210246079
91.35598955993481,-120.87048232555114
37.47462779726331,-112.8208886043194
77.03837307558379,-119.33065991496389
11.33474384376664,-102.01891574551051
84.72950748129279,-120.19027356455868
87.62164027383687,-120.49346886138923
49.356499487990334,-115.3087146737131
78.68926586195683,-119.52219444606169
90.78369561505444,-120.81371562656969
31.619108267128034,-111.2861042274536
95.77013583843035,-121.2967383314099
83.5552240236522,-120.06420322582926
81.73567550449576,-119.86531462936745
18.23988806244488,-106.31641329038939
84.7901508608426,-120.1967366662291
67.61143119329613,-118.15157086656973
39.53519566470548,-113.30441714474027
39.55912112110636,-113.30988217545718
98.43186561534066,-121.54437508413406
27.355133387013762,-109.97755998565738
43.738601775112734,-114.2171420068639
98.10927837713275,-121.51472187266634
49.65872560501269,-115.36386003710737
84.13596987511346,-120.12677165294647
90.0585570341105,-120.74127185145755
83.35638002446447,-120.04268017626762
19.20652837487709,-106.78288872229471
88.26469547608527,-120.55952234572175
20.970487914096353,-107.57660971219006
77.738858448957,-119.41242588703622
35.8988214821645,-112.43282016179252
69.99736076649245,-118.46485081975965
29.380734828584927,-110.62285537396012
92.11680358261583,-120.94540046220985
85.66976438664712,-120.28996568803868
76.47249545518683,-119.26406163714347
47.98070668490329,-115.05333829643092
52.404983943224245,-115.85010209924101
53.212602313402165,-115.98825374328152
43.29660914305629,-114.12539299004848
45.9486095322937,-114.66241755077078
85.97135244970679,-120.32171036450146
21.17037525222628,-107.66230614741636
14.564313421815886,-104.28358451970648
35.42160891499038,-112.31193248260065
22.199321240492065,-108.09101785304537
53.5082888184152,-116.038310281799
27.33979980923025,-109.97249504854186
82.03537386989254,-119.89837634370619
57.09351196235202,-116.62415675406166
18.334841552877986,-106.36331713335932
90.96967132581098,-120.83220199294124
72.31082112659355,-118.75858067892298
79.47138052225606,-119.61153593321609
97.85966139873118,-121.49170932211328
95.34681620101931,-121.25672105224004
59.80841080553222,-117.04380724545081
89.36887733999895,-120.67182726867637
92.18750216542907,-120.95233077585752
85.52815365097268,-120.27502139272343
92.2995393764286,-120.9633024807541
90.696936474895,-120.80507863230912
49.993412756645654,-115.42453809793534
96.8813473292719,-121.40094771454866
90.77184558513406,-120.81253642626962
70.14696491957565,-118.48413698744892
64.44853269971945,-117.7187832920689
49.716719547998395,-115.37440345065696
71.55633858041939,-118.66383287530459
59.74802413656198,-117.03468197391473
66.16767686607876,-117.95658662828805
42.40028029570419,-113.93642171434414
88.07162206441573,-120.53974087766198
77.31333609795787,-119.36284398401335
63.195338108274555,-117.5414010488833
70.54863578946504,-118.53571547945623
58.868870362086334,-116.90077478597195
63.51563975042812,-117.58707025789587
93.53407843184505,-121.08332550974907
64.64373649837033,-117.74610236784349
77.36958593587619,-119.36941385087917
36.12326589381282,-112.48912194371051
95.38861653133182,-121.26068042128648
56.04814950425966,-116.45722677158324
13.5223738757316,-103.61305332059393
87.31737581936832,-120.46204622504399
39.27703928540848,-113.24523803696141
44.80310983869632,-114.43436190746294
70.88080799210104,-118.57814829929714
54.70937343225968,-116.23883639275826
90.75484063993036,-120.810843989702
68.9980942970176,-118.33496377390819
73.5807809288299,-118.91585155023051
66.02192161640794,-117.93666592163603
55.11143455331399,-116.30497987066218
83.37019409011475,-120.04417708158851
90.61727642310699,-120.7971410835651
96.99778093448471,-121.41179759569579
96.4811218741465,-121.36355295147243
46.07486013711759,-114.68720391217792
50.24485423318208,-115.46985726524463
60.671923252445154,-117.17329762908733
81.73568367601153,-119.86531553247315
64.7323150223422,-117.75847187101638
96.32935361977562,-121.34933201995943
83.12211609556503,-120.01725726935771
16.962015518607213,-105.66028326956474
35.59311933590384,-112.35556603473373
64.13957060717958,-117.67537398183359
61.17559217087834,-117.24797836497797
94.06857313038543,-121.13479895605838
94.08988545679765,-121.13684532886586
32.933122121475556,-111.65391659588144
45.6692335954064,-114.6073256290727
69.38284815411059,-118.38519635097853
87.14577238792647,-120.44427570878835
50.005034122703655,-115.42663772213737
64.3549474408569,-117.70565653140562
35.007512829541035,-112.20570631857434
98.19234901075548,-121.52236729165571
61.017300424955565,-117.22457435856475
52.670805871497215,-115.89580741454799
25.986488215291526,-109.51390212309518
90.00510701330833,-120.73590895453052
46.41342319156562,-114.75333907503787
77.36412954848633,-119.36877676513862
19.969802212373803,-107.134926461046
69.7814005005406,-118.43693755379135
98.85404829517933,-121.58303693481236
22.037423764239122,-108.02489729714677
72.58936482104914,-118.79331050157825
72.95795948100961,-118.83906390272404
87.63642255348282,-120.49499270728538
80.50676875276753,-119.72846601718066
85.97624330136655,-120.32222424960094
95.62730151680502,-121.28325571494767
31.589333898595985,-111.27759392202748
38.94463581813775,-113.16846323774801
85.93555272713553,-120.3179479729763
83.65788538919588,-120.07529534202317
92.57661957906043,-120.9903796060209
75.71384094288156,-119.173997970805
80.89620938758469,-119.77205815875197
91.98442278095847,-120.93240935873428
76.03931811192602,-119.21274702416844
55.886996108543734,-116.4312161377967
66.59226509643835,-118.01436695857393
75.95111880315615,-119.20226303390936
61.422892825882734,-117.28442172355051
