NodeID,X,Y
0,69.34848887618544,179.88296363651207
1,58.31699975470503,110.04987511037048
2,56.416776219465625,106.39000325434831
3,154.69843660086838,99.00137773161829
4,58.246050501441005,123.14622544437835
5,144.8912764076035,44.89502158568652
6,119.698736924379,203.90278605357605
7,18.300475827024997,102.16655238357045
8,152.98256960643602,106.40674410110095
9,202.4768979831437,124.28036412588862
10,166.73630795427096,156.23663887037245
11,24.699234009020586,85.4030146217957
12,25.474298877716294,103.40962225901272
13,148.78636036801376,18.809055065377024
14,81.3971005337923,37.25789614171178
15,144.1881275238953,65.41812905809334
16,55.80289199788474,34.20285667869764
17,199.5749627735617,101.54811693528913
18,69.43041551047759,74.37582043814515
19,59.066385677861376,94.7510630717373
20,120.85920550162919,153.32723687989017
21,73.87580318274557,167.89781906261095
22,106.48509560588373,53.42061347549194
23,62.521959350743025,137.60443432789987
24,188.22561178494718,74.67758484895444
25,25.543081392207924,119.8296928512033
26,133.8233979756886,131.34619598988635
27,114.88072228522455,199.81543861195516
28,143.6286948609216,126.37412010558718
29,188.950164770704,72.33695200529888
30,185.6896639300615,160.275431515091
31,192.93844605907685,142.8347107409415
32,175.07692943761123,59.99347000126482
33,28.66231093980106,131.17498380396026
34,156.79569807561546,102.3581904819679
35,72.38549838704085,115.74010031597196
36,99.86504323250412,109.37764763786888
37,71.1867405488629,38.69188090636635
38,112.6215877775635,13.028038861598205
39,74.10180056755452,167.12051739262284
40,182.56311713149768,122.59463609256595
41,100.91690747111906,117.5695878586901
42,130.2606570706947,199.24087605431885
43,172.1384871714622,165.37137711662578
44,97.48634468097357,126.79303056216541
45,125.01757744253052,71.05617496414854
46,107.31208537268766,11.21471420728551
47,118.02133760213836,119.41954677504533
48,67.51460731325048,39.93801522883997
49,66.69709426975074,113.89478893753886
50,128.13936893608627,29.462853193820465
51,76.31473797334235,42.87311541261748
52,79.08559326940184,101.19198337856294
53,171.81344982897943,175.35543057145685
54,102.9913869935407,29.258289811055292
55,56.06055990812925,153.4615958744395
56,10.27616618859878,111.08375983095283
57,151.02215507084867,138.96521521954497
58,87.96124248272523,191.4207902224079
59,117.99667148359363,47.01222027804214
60,140.77664487831052,147.46261185436333
61,207.13502198908915,117.33409240414748
62,137.82845661401845,140.81963355252563
63,64.48088906253415,43.277815689298706
64,108.47990620251879,25.56882451785289
65,117.1498769679319,103.41428449351868
66,140.10669729336763,61.83428038370173
67,163.5826858448247,103.98767179490915
68,43.46842028415571,133.02034771019333
69,83.36032766265897,39.5492820613879
70,122.4325729429907,120.17053959542771
71,146.85970496081703,73.96370603931257
72,81.2898357846245,64.50126911747844
73,101.15687120838074,63.50253706272321
74,31.171021851936715,99.69186471484028
75,12.963037693054645,85.25301731928067
76,79.80086383900165,122.20966301439005
77,122.36331863077592,155.0585167163873
78,51.220065474330845,181.1725445851271
79,167.69288765230868,63.41045315959735
80,121.52565948975423,206.66024375326973
81,66.67744469239048,136.04618390292802
82,152.6559479400439,50.757592455359195
83,61.11472591680178,126.04356272747418
