Distance,Lpl
81.237639898168,133.8101039760335
50.64823670989764,129.54209024935807
52.59908795077731,129.88349902553134
46.81509993002622,128.8311800392453
52.65613997488377,129.89329178450487
73.45069688302667,132.89986732948768
95.5555097501696,135.27647143970265
90.90658536723534,134.8259353585375
44.10278998250243,128.2920463157339
94.77113477904402,135.20201466205515
74.66308560833757,133.04775560944893
87.48358547302189,134.47922492129533
83.66294087528009,134.0758412136997
98.55284976442886,135.555471267926
76.80877613037896,133.3036977589952
56.007189440688975,130.4506227918822
91.7202891136184,134.90643281257837
90.92365796393815,134.8276316915133
52.51352413648317,129.86879239961343
51.86922176344235,129.75727460526025
45.94332892884054,128.66137934417247
68.59215682454504,132.28166092986032
55.58757881436704,130.38268955131477
54.55968499269711,130.21408674776035
86.36502856394493,134.36298093705827
84.11640749609224,134.12467107837628
33.465764008386856,125.79884765975892
91.05520228978989,134.8406912620815
38.805426734687074,127.13611542406454
87.97868844063626,134.5302038342637
92.31692111537129,134.96500346560524
90.56179813729737,134.79160895006189
82.27634575436193,133.92487206741623
83.30938588905163,134.03758598889556
48.29477310537194,129.11227488522567
37.19232020499484,126.7525802426121
9.098220659824198,114.0334466648194
79.76837847786496,133.64523206854676
95.99543827096973,135.3179645717577
67.80891631347245,132.17791769870897
74.86307351712361,133.0719193665953
11.782357371801325,116.3687817578991
92.76764095190029,135.00899964628044
84.70744716363147,134.1879213265181
21.207220807375425,121.6780143516339
41.16134061714155,127.66853401355772
97.75243108108029,135.48180557416072
13.848070752166343,117.82804907454333
80.50024398233039,133.72773387051947
42.54421386472935,127.96703464568944
81.77312694212112,133.86945276770635
73.70128549457543,132.9306334880814
30.85972909842542,125.06650805376839
91.43645014276841,134.87843480608632
79.9177721071644,133.6621342435766
69.12764610904223,132.3519089716831
98.70019386258923,135.5689666987852
51.676824217483805,129.72370516108626
85.09726995313454,134.22939723229064
62.597818396329785,131.455583495199
49.95681282143269,129.4179224223667
98.53869406111339,135.5541736671304
43.00267330042714,128.06385763879535
79.31632260414557,133.59389364706388
83.3858852555188,134.04587709038228
9.892634531010712,114.78964105229561
56.48662025725148,130.52762046350514
54.85454167773038,130.26277406858028
69.767454397923,132.43513202581255
73.9724976451954,132.9638140603344
17.53607771694031,119.96094738017062
51.58649861883871,129.70790205318187
52.35704124053925,129.84183417859083
46.11467382972857,128.69500631751814
78.33178411300445,133.4810629610854
98.87289601719074,135.5847590835439
32.02495559605291,125.40131373436978
48.015745297897226,129.05993260682627
92.45941680487611,134.9789360954638
74.3269017501027,133.00698960450868
98.51241853748533,135.55176459317363
50.21229225009043,129.4640011762795
72.77818159228642,132.8167771460054
50.79970754117321,129.5690653903071
61.21643929763675,131.2540079306242
96.52746063668836,135.3678905111301
82.47762075671095,133.9469435658892
98.0341273869623,135.5077997600859
67.3284510618244,132.11368354572812
34.661414096362826,126.11595473854422
87.06793061405686,134.43620320824422
76.28118386635003,133.2414346115653
66.93051222451045,132.06013447346902
29.25237250666641,124.58330296046789
56.70596265813768,130.5626297136086
93.06198258479247,135.03761603014573
81.08972083499904,133.79364093039314
87.96739457361619,134.52904414747536
48.56826776208039,129.16328655539832
95.92126501042735,135.31098205061934
70.46267321038566,132.52470178083044
68.94294836347783,132.3277411058849
78.49613086413024,133.49999579196603
39.45772319196041,127.2866982333063
46.95525940507421,128.85818445883265
82.41553185451335,133.9401407452268
9.24350619798264,114.17655630502165
98.52730133522145,135.55312920283234
59.533847938788305,131.0022424205248
93.61217409944953,135.0908646786657
56.932296939034515,130.5986132613918
80.451213127501,133.7222302027762
47.85465128790281,129.0295746234386
64.55462478828944,131.73364129360039
73.24705800328705,132.87478804437035
90.83459922966425,134.81877931157192
92.45812808141282,134.9788101857436
80.68626168172604,133.74858374396328
44.93879574733939,128.46167792815612
40.356406365960375,127.49013189919648
47.95661960285566,129.04880228404002
37.44622189859473,126.81403871582299
73.06495352577369,132.85230171802857
33.59645986586757,125.83405733854686
70.82618474952396,132.57118421756968
54.313603084063956,130.1732513557721
80.14900408620512,133.6882332901302
51.933279854297645,129.76842380941883
25.96399749399462,123.50608059804466
8.9710462103047,113.9062885304598
80.37604458365361,133.71378608749046
41.09476518285336,127.6539114472376
78.43286326046923,133.49271202806838
11.180659825795598,115.89527481096403
85.80416525407892,134.30412628955995
79.85456342664276,133.65498676593614
46.19894986222442,128.71149993982738
86.68161403734969,134.39603356021178
60.7709990829029,131.1880368066313
74.42472991350417,133.01887133963393
74.33611806704113,133.0081096407958
93.94526824335895,135.12295032515203
90.83541575007601,134.8188605125828
84.65634506789806,134.18247008031852
44.66041737490691,128.40554595160793
96.13414020723697,135.33100722689733
62.59605526953683,131.4553290594624
97.56488903589717,135.46445812328577
59.13384283955158,130.94134311736474
97.08760733408053,135.42015918485393
80.77440297253673,133.75844631979643
92.33017584332131,134.96630036407265
96.62906261785471,135.37739372446632
24.200319495085957,122.87063105243942
45.462858551877595,128.5664123562812
61.77724875480638,131.33638629334808
76.41866868769323,133.25770110323924
79.06857299581158,133.56563331828772
83.05425091872519,134.00987898496206
